appId,title,description,genres,primaryGenre,contentRating,size,supportedVersion,released,version,price,developer,score,reviews,store,title length 
com.barkly.app,Barkly Pets - Pet Care,"Barkly Pets is the safest dog walking app. Easily find dog walkers and cat sitters in your neighborhood. Use our app to schedule your pet鈥檚 care and access a network of insured, background-checked, and highly trained pet professionals. Schedule in advance or book on-demand in as little as 60 minutes notice. 

Know exactly what your dog is up to on their walks with up-to-the-minute live updates, pickup and drop off notifications, GPS-tracked routes, photos of your pup, and personalized notes from your Barkly Pets walker. 

All Barkly Pets walkers undergo rigorous in-person screening and training that begins with a six-point background check and animal behavior assessment. We carry full insurance and bond, protecting your home and pet while under our care.

Our 24/7 customer support team is standing by to always help our customers. If something comes up, tap a button and talk to a real person immediately. 

Additional features include:

 - Free meet and greets with local with walkers in your neighborhood
 - Free lockboxes for safe and secure key exchange
 - Secure and simple payment in the app
 - Available 6 am - midnight, 365 days a year
 - Optional packages offering great discounts

Note: Continued use of GPS running in the background can dramatically decrease battery life. This app may use your location even when it isn鈥檛 open, which can decrease device battery life.","[""Lifestyle"",""Productivity""]",Lifestyle,4+,7572480,5,15/03/2016,1.01.03,0,"Wepwo, Inc.",5,52,app store,22
com.duyquang.beenlove,Been Love,"Do you have many anniversaries need to be remembered? Let BeenLove notes it & counts the duration as well. BeenLove was made to help you keep your anniversary safely & conveniently. You can see your anniversary quickly right on the home screen without opening App, this's an amazing experience you've never seen before.
BeenLove stores your data privately on your own iCloud, it's free & forever! You can restore your data at any times you re-install App. Your anniversaries will never be lost!
BeenLove always be updated for the performance & UI/UX improvement as soon as possible.","[""Lifestyle"",""Photo & Video""]",Lifestyle,4+,65686528,2,22/04/2016,5.8,0,Dao Duy Quang,4,25,app store,9
com.applauz.behave,Behave,"*** NEW UPDATE ALLOWS FOR FULL CUSTOMIZATION OF BEHAVIORS PER CHILD ***

Behave is a mobile app designed to engage your kids by rewarding them for good behavior and coaching them to correct bad behavior.

If you are the parent this is the app that you install. Your kids will install our Behave Buddy app and everything magically works together.

Behave is designed to be extremely simple and easy to use, while being an effective tool to shape your child's behavior.
 
Let's face it. Children are using devices. Period. As parents we need to embrace it and start using those devices to our advantage.
 
We've taken years of child psychology studies and crafted an app to help motivate your children to exhibit good behavior.
 
How? By motivating them to use good behavior and holding them accountable when their behavior is bad.
 
It's this simple. When your child is misbehaving, tap on the red sad face and let us know what their misbehavior was. The behave app is constantly analyzing your child's behavior and will coach them on the areas that need improvement.

As the parent you control whether your child earns good behavior points or has points taken away for bad behavior.
 
What are behavior points you ask? Behavior points are what your kids earn to spend on rewards. we've come up with some great non-monetary rewards like (1 on 1 time with mom or dad,  staying up past their bedtime, extra internet time, extra video game time, a chore free day) you get the gist... but we also realize that every family is different and has their own needs, so you can also create your own rewards that fit your families needs.
 
We've asked thousands of parents for the top reasons their kids get in trouble and the top behavior traits they would like to see improved. We narrowed down to the top 10 suggestions for you to get started with. You can however fully customize Behave for how it will work best in your home.

Our testing panels have shown significant improvement in kids behavior that use our app. We can't wait to hear stories from you on how behave has impacted your family.","[""Lifestyle""]",Lifestyle,4+,40427520,5,19/05/2017,3.0.0,0,Applauz Media Solutions,2,10,app store,6
ca.theappfactory.belmeadym,Belmead YM,"Belmead Ward Young Men's App!
- Calendar
- Group Discussions
- Notifications!",,LIFESTYLE,4+,25165824,7,28/09/2017,1,0,The App Factory.ca,5,2,google store,10
dk.beoplay.app,Beoplay,"TOTAL CONTROL AT YOUR FINGERTIPS
Personalize your product with Beoplay App and use Tonetouch to select a setting that gives you beautiful sound whatever you鈥檙e listening to 鈥 music or podcast.

DON鈥橳 FORGET!
Beoplay App works with Beoplay A1, A2, S3, P2, P6, H5, H7, H8, H9, M3, M5, E6, E8, H8i, H9i, Earset, Beolit 15 and Beolit 17.

To use Beoplay App you must update the software version of your Beoplay A2, S3, H7, H8 or Beolit 15. Just follow the instructions on http://www.beoplay.com/support

ENHANCE YOUR B&O PLAY EXPERIENCE
Use Beoplay App to:
鈥	Personalize your product (name and colour)
鈥	Use Tonetouch to select a setting that gives you beautiful sound whatever you鈥檙e listening to.
鈥	Quickly set up wireless pairing and fill the room with music from two (identical) speakers
鈥	Change Tonetouch preset directly from your Apple watch
鈥	Never miss an update. Beoplay App will notify of updates to B&O PLAY products

Compatibility:
Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch with Bluetooth Low Energy (Bluetooth LE, BLE, marketed as Bluetooth Smart).","[""Lifestyle""]",Lifestyle,4+,142652416,4,20/01/2016,2.6.2,0,B&O PLAY,4,2030,app store,7
com.MATRIX.BerlinClock,Berlin Clock,"Die wohl ber眉hmteste Uhr der Welt, auch Mengenlehre-Uhr genannt, erfunden von Herrn Dieter Binninger in den 70er Jahren. Sie wurde f眉r die Stadt Berlin gebaut und stand von 1975 bis 1995 in Berlin am Kurf眉rstendamm. Heute steht das Original in Berlin am Europacenter. Die Berlin-Uhr zeigt die Zeit anhand von Lichtsymbolen an: 

Erste Zeile - je Lampe f眉nf Stunden.
Zweite Zeile - je Lampe eine Stunde. 
Dritte Zeile - je Lampe f眉nf Minuten, jede dritte Lampe ist rot zur besseren Erkennung der Viertelstunden. 
Vierte Zeile, je Lampe eine Minute. 

Schon nach kurzer Zeit hat man sich an diese ungew枚hnliche Zeitanzeige gew枚hnt und kann die Uhrzeit wie von einer normalen Uhr ablesen. Ein Kultobjekt, ein Muss f眉r jeden Berliner oder Berlinbesucher.

Neu ist, dass du die Berlinuhr nun auch auf der iWatch an deinem Handgelenk tragen kannst.","[""Lifestyle""]",Lifestyle,4+,24792064,3,19/08/2009,4,0.99,Karsten Rauer,3.5,15,app store,12
com.bestbathroomdesignproducts.bestbathroomdesignproducts,Best Bathroom Design Products,"The Architonic Best Bathroom Design Products app presents more than 10'000 bathroom design products, ranging from wash-basin fittings, bathroom furniture and lighting right down to shower curtains and plumbing systems. The app only displays products from premium segment brands, including Agape, Antoniolupi, Bisazza, Boffi, Dornbracht, Duravit, Hansgrohe, Villeroy & Boch, Vola and many more.

For each product you will find images of product variants and typical applications, as well as the possibility of sending direct enquiries about catalogues, prices and stockists. Many products are also presented within the framework of projects by international architects. The intuitive navigation by product group, manufacturer, designer or free text search provides you with fast search results anywhere and at any time. As a result you can use the app either as a private design enthusiast, or for business purposes as a planner or architect.

The app is suitable for the iPhone, iPad and iPod Touch.

鈥═he app's functions at a glance:鈥
- More than 10鈥000 Best Bathroom Design Products
- Intuitive navigation and excellent image quality with zoom function 
- Compact texts about the products, with manufacturer's contact information 鈥- Supplementary functions enabling direct contact (prices, ordering catalogues, retailer data)
- Daily automated update and expansion of the database
- Lists of exhibitors at the latest design trade fairs 
Integrated QR code scanner鈥


About Architonic
鈥ˋrchitonic is the world's premier database for premium segment furnishing and design products, featuring the product data of currently more than 950 selected premium brands. 

You can also visit us online at www.architonic.com


鈥℅eneral terms and conditions and data protection guidelines: 
http://www.architonic.com/de/legal","[""Lifestyle""]",Lifestyle,4+,7438336,6,25/07/2012,3.1.19,0,Architonic AG,3,5,app store,29
com.yiqux.MCBoySkinsByDarren,Best Boy Skins - Texture collection for MineCraft Pocket Edition,"Meet the most versatile Minecraft boy skin app. 

If you are a Minecraft Player and looking for the best app to search for your new Skins, this is the perfect app to grab. 

Go ahead and give it a try! You will be surprised with the quality skins we have hand-prepared for you. 

*** Not affiliated with MineCraft or Mojang. ***","[""Lifestyle""]",Lifestyle,4+,52416512,6,21/06/2016,1,0,JIE SONG,5,69,app store,64
com.bestbuy.own,Best Buy Home,"Ever wanted to have expert tech advice at your fingertips? A place to quickly access your warranty info, Geek Squad services, product manuals and more?

Best Buy Home is the all-in-one solution you've been waiting for to help manage all the electronics products and appliances in your home and in your life.

Product Gallery

When you sign in to your My Best Buy account, we'll automatically find your past Best Buy purchases and add your products to the app, so you can get easy access to product information, manuals, quick-start guides and technical assistance.

Support & Scheduling

With a few taps, you can instantly connect with our knowledgeable and helpful Geek Squad Agents. You can also easily locate a store or schedule a Geek Squad appointment right from your mobile device.

Account Services

Take advantage of up-to-the minute Geek Squad coverage information, repair order statuses and upcoming appointment reminders.

Tools

Scan your WiFi network speeds and record them from different locations in your home, and discover new helpful apps to help make the most of all your in-home tech.


Technology helps you live the life you love. Best Buy's Home app will help make sure it works.","[""Lifestyle""]",Lifestyle,4+,162107392,3,05/01/2018,1.17.0,0,"Best Buy Co., Inc.",4,76,app store,13
com.yiqux.FurnitureModsByDarren,Best Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,"Have all of the Minecraft Mods in the palm of your hand!

Best Furniture Mods FREE allows you to add all the Mods you want without any problems, there are no limits! 

*** Not affiliated with MineCraft or Mojang. ***","[""Lifestyle"",""Business""]",Lifestyle,4+,52510720,6,10/07/2016,1,0,Zhongzhen Lu,4.5,1925,app store,71
com.idreamsapp.best-skins-pe,"Best Skins PE - Girl, Boy and Animal skin for Minecraft","The best skins for Minecraft.

- 10,000+ skins for Minecraft. 
- All skins you need in this app.","[""Lifestyle"",""Entertainment""]",Lifestyle,9+,114663424,6,23/11/2015,1.1,0,iDreams App,4.5,275,app store,55
com.betterhalf,Better Half - Love Calculator,"Is it difficult to find impressive words to express your feelings? Do you want to be informed about the upcoming birthdays, anniversaries and lunaversaries? All and more are in your mobile phones with Better Half now.
 
You may download the application for free and use it without Internet connection.
 
Detailed Features
- Create your own profile.
- Follow the countdown of upcoming birthdays and anniversaries.
- Get notifications for special days.
- View how long you have been together with your lover.
- Send messages to make your lover feel special.
- Call your lover with only one touch.
- Add and share your photo.
 
There are 6 different packages that you may find fantastic messages within:
- Love
- Yearning
- Funny
- Birthday
- Anniversary
- Quotes

Any suggestions or requests for the next release? Please send an e-mail to info@mobilegion.net","[""Lifestyle"",""Utilities""]",Lifestyle,4+,46944256,4,11/04/2016,2.1.2,0,Mobilegion Yaz谋l谋m Tasar谋m Ve Bilisim Sanayi Ticaret Limited Sirketi,4.5,21,app store,29
com.beurer.connect.LightUp,Beurer LightUp,"Gain renewed energy and an increased sense of well-being with the Beurer WL 75 and WL 90 wake up lights or the TL 100 daylight lamp. Due to the complex demands of our everyday lives, it is often difficult for us to relax. In addition to this, the human body produces more melatonin in the months with less sunshine, which can result in tiredness and makes it difficult for us to get up in the morning. A lack of light prevents the production of the happy hormone serotonin, which is said to significantly influence our well-being. Using the Beurer wake up light and the Beurer daylight lamp in the morning helps you to get enough light and therefore adjusts your melatonin production and brightens your mood.

The """"beurer LightUp"""" app provides you will extensive functions for operating your device. Please note that the availability of certain functions varies depending on the individual products:

ALARM 鈥 With the simulated sunrise and the selection of different melodies, you wake up gently every morning and can start the day feeling well rested.

DAYLIGHT 鈥 Enjoy daylight at any time of the day and choose the intensity level

MOOD LIGHT 鈥 Free your spirit with the preset light scenes and an additional choice of 256 colours. The additional timer function switches the mood light off after the time you have selected.

SLEEP 鈥 At the end of the day, gently fall into a restful sleep with the simulated sunset, the reddish relaxation light or the mood light with changing colours. The soothing sleep melodies provide additional relaxation.

RADIO 鈥 With the integrated radio, you can store up to 10 stations using the station search and use the stations as wake-up or fall-asleep music.

More information about Beurer products and services is available at www.beurer.com","[""Lifestyle"",""Health & Fitness""]",Lifestyle,4+,30010368,6,18/02/2016,1.2,0,Beurer GmbH,4,8,app store,14
com.myzap.BHGRE,BHG Real Estate Homes For Sale,"With the Better Homes and Gardens Real Estate庐 app, you鈥檙e not just choosing a home. You鈥檙e choosing a lifestyle.

We know that鈥檚 a big decision. So we bring you the most up-to-date and accurate information on homes in your area, instant updates when new homes hit the market, and details about local neighborhoods 鈥 and we connect you with a real estate professional who鈥檚 prepared to help you find just what you鈥檙e looking for.
	
鈥 Make it personal. Find and save homes based on the characteristics that are most important to you: bedrooms and bathrooms, price, square footage, neighborhood, and much more 鈥 and get New Listing Alerts whenever new homes that meet your needs hit the market. 
鈥 Location, location, location: you can draw your own search area right on the map, view traffic information, and find homes based on your current location.
鈥 Get easy access to your number one resource! When you鈥檙e ready to talk to a Better Homes and Gardens Real Estate agent, they鈥檙e only a few taps away. 

Please note: The Better Homes and Gardens Real Estate app currently has limited coverage in Arkansas, Alabama, Arizona, California, Connecticut, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Maryland, Michigan, North Carolina, New England, New Jersey, New York, Ohio, Oregon, Pennsylvania, Texas,聽Utah, Virginia, Washington, Washington DC.
 
Let us know what you think! Rate our app, or send feedback to iOS@zaplabs.com","[""Lifestyle""]",Lifestyle,4+,122984448,4,05/10/2016,9.0.1,0,ZapLabs LLC,4.5,733,app store,30
com.orbitonline.b-hyve,b-hyve,"The b路hyve smart sprinkler timer app allows you to control or monitor your sprinklers from anywhere in the world with the convenience of your smart device. 
 
Smart Watering
Knowing how long and how often to water your plants can be challenging.  When set to smart watering mode, b路hyve takes the guesswork out of watering and utilizes Mother Nature, along with some really great technology, to determine the watering schedule for your yard.  When set and left in smart watering mode, b路hyve can save users as much as 50% more water over a traditional controller. 

Weather
When set in smart mode, b路hyve uses local weather data to determine how much water is evaporated and transpired through your plants each day to know when it needs to water.  It also accounts for any rainfall that is in the forecast, shuts off the system for rain, then looks back to see how much actually fell.  That鈥檚 smart!  But all yards are not the same.  b路hyve also takes into account things like soil type, plant type, sun/shade and slope to determine a watering schedule that takes the water to the roots and helps avoid runoff. 

WeatherSense
If you want to be the one in control of the schedule, that鈥檚 okay too.  With b路hyve you can set custom programs to water how you want while still taking advantage of the local weather data to override watering in case of a weather event.  This will shut off your system during the rain and resume your program when the rain has passed.  That鈥檚 smart!

Integrated Irrigation Audit Tool
The b路hyve app also integrates the award-winning irrigation audit tool right to your smart device.  By performing a catch cup test on your sprinkler system, you will know exactly how much water is being applied rather than relying on estimated sprinkler head water use that other timers/apps use, which can be off by as much as 50%, saving you more water and money.   

This is the app for the best-selling, WaterSense and SWAT certified Orbit B-hyve Smart Wifi Sprinkler Timer.  This is also the companion app for homeowners with the Hydro-Rain B路hyve Pro Wifi Controller. 
Please let us know if you have questions or problems.

ALEXA 鈥 Works with Alexa.  For a list of Alexa commands visit http://help.orbitbhyve.com/Alexa-Commands/

Bhyve.orbitonline.com
800-488-6156
support@orbitbhyve.com","[""Lifestyle"",""Utilities""]",Lifestyle,4+,68189184,4,15/02/2016,1.7.27,0,Orbit Irrigation,4,4683,app store,6
com.orbitonline.b-hyve-pro,b-hyve pro,"The b路hyve Pro App provides landscape irrigation professionals with an easy way to manage and operate b路hyve Pro controllers from anywhere with the convenience of a smart phone or tablet.  With the intuitive layout and design of the app, it is fast and easy to connect to any b路hyve Pro controller through WiFi or, if WiFi is not available, directly through Bluetooth right at the timer location.  Once connected to WiFi, b路hyve can be set up in smart mode to assist in delivering the right amount of water to plants, saving clients water and money.
This is the companion App for award-winning b路hyve Pro irrigation controllers. Homeowners can download the non-Pro version of the b路hyve App at no charge.

***KEY FEATURES***
WIFI and BLUETOOTH 鈥 Because WiFi is not always available on a job site, the b路hyve app and controller allow you to set up and operate the controller using Bluetooth. Once a WiFi connection is established at a site, the owner of the WiFi router can provide a permission code that enables off-site management of the controller from anywhere in the world.

EPA- AND SWAT-CERTIFIED 鈥 Having passed the rigorous EPA WaterSense and SWAT certifications, the b路hyve Pro Controller with Smart Watering is certified to use water more efficiently and is eligible for rebates in many cities or water districts across the country.

FLEXIBLE SCHEDULING 鈥 You can set the controller to water in two basic ways: 1) on a fixed schedule, such as during a new landscape grow-in period; 2) with Smart Watering, and let local weather conditions determine the schedule.

MULTI-SITE MANAGEMENT 鈥 You can manage and control an unlimited number of b路hyve controllers from the convenience of one application.  Once the timer is connected to the Internet, secure access can be shared in a number of different combinations using an app-generated code.

CATCH CUPS 鈥 With various water savings options integrated right into the app, there are multiple ways to achieve optimum water savings with the b路hyve Pro Timer.  In addition to Smart Watering, it incorporates the award-winning catch-cup feature right into the app to deliver up to 25% more water savings over other smart controllers.

ALEXA 鈥 Works with Alexa.  For a list of Alexa commands visit bhyve.hydrorain.com.","[""Lifestyle"",""Utilities""]",Lifestyle,4+,68264960,4,22/02/2017,1.2.23,9.99,Hydro Rain Inc.,4,104,app store,10
com.bidandfix.customers,Bid&Fix - Hire local service,"Bid&Fix app helps you to connect with local professionals and get the best offers for maintenance, rehab and repair jobs or gigs. Small or big task.
We do not charge a fee from service providers for the lead or for submitting offers. This is why the offer you receive from the local service provider should be much lower than any offer made using other apps.

Whether you need to fix a plumbing issue, paint your office, or help with moving, Bid&Fix is the fastest, easiest and most cost-effective way to hire the right professional for your project.

Simply prepare a brief explanation about your specific needs, and we will introduce you to available local professionals (e.g. handymen, plumbers, electricians, technicians, etc.). You鈥檒l be able to see their ratings, compare their price quotes, read their reviews and profiles, find out their distance from you. 
You can select the best offer, and whenever you鈥檙e ready, hire them.

'Bid&Fix' is available nationwide (USA only) for more than 18 home and office service categories.
Includes: Air Conditioning; Appliances; Cars Repair & Towing; Cleaning; Electrical; Decks and Carpentry; Flooring & Carpet; Handyman Service; Heating; IT & Computers; Keys & Locks; Lawn & Garden Care; Moving Services; Painting; Pest Control; Plumbing; Roof & Gutters; Window repair and installation. 
competitors: Thumbtack, taskrabbit, Porch, HomeAdvisor, Angie's list, Handy, Houzz

Here are just a few of the tasks our local professionals can help you with: maintenance, mending, fixing, repairs, home projects, handyman services, electrical work, plumbing, drywall work, carpentry work, A/C technician, car mechanics, and much, much, more.

Explore type of service:

Air conditioning
HVAC service, fix central heating and cooling, HVAC installation, AC fix, replace or fix heat pump, install AC unit, install central air conditioner, or any other ac & heat job.

Appliances
Any appliance repair, washer repair, dryer repair, dishwasher repair, refrigerator repair, appliances fix, electrical appliance repair, or range repair.

Cars repair & Towing
auto or car mechanic for car repair, roadside assistance, transmission repair, road service, brake service, roadside assistance, towing service, or tow truck.

Cleaning
Housekeeping to clean carpets & floors, rooms, house, dust furniture, iron clothes, remove cobwebs, window washing, office cleaning. Find cleaning lady, weekly maid service, carpet cleaning, moving out cleaning, apartment cleaning, home maid, house cleaner, janitorial services.

Electrical
electrical wiring, electric heater repair, install ceiling fan, cable electrical services, any electrical repair by an expert electrician, electrical contractor, commercial electrician, emergency electrician, licensed electrician, residential and master electrician.

Handyman Service: 
drywall repair, door installation, bathtub repair, home maintenance, garage handyman, plumber handyman, fix leaking shower or faucet, HVAC maintenance, tile repair, replace appliances, mount flat screen TV, change filters.

IT & Computers:
Fix smartphone, repair smartphone or phone device, set up wireless router, set up a printer, smartphone training,

Lawn & Garden Care: 
Yard work such lawn care service, lawn mower, landscaping, hedge trimming, pressure wash, grass seed, weed a garden, snow blowing

Moving Services: 
Hauling, load or unload a vehicle, move furniture around a room, commercial relocation, moving boxes

Painting
residential or house painting, exterior painting 

Pest control
bed bugs, termites, flea, mouse trap by exterminator treatment

Plumbing
Drain cleaning, open blocked or clogged drain, fix clogged toilet, garbage disposal repair, sink or drain issues, stop water leak, water heater repair, water line repair or installation, sewer line cleaning, and find local plumbers and plumbing jobs.

Roof and gutters, Window repair and installation, glass replacement.
Contracting any other contract job or traidsman","[""Lifestyle"",""Utilities""]",Lifestyle,4+,14943232,5,06/12/2016,2.4,0,Bidandfix Inc,5,22,app store,28
com.avesamigos.birdtrailsaz,Birding SEAZ,"Southeast Arizona is one of the best places in North America for birdwatching. A long list of exciting species, from the Elegant Trogon to the Violet-crowned Hummingbird, attracts birdwatchers from around the world. Developed in partnership with Southeastern Arizona Bird Observatory (SABO) and the Tucson Audubon Society, Birding SEAZ is the only app that can help you find them all, from Abert鈥檚 Towhee to Zone-tailed Hawk. 

FEATURES:

鈥 Explore 136 birding hotspots selected by local experts.
鈥 Find birding ""sites near me"".
鈥 Plan your next trip by searching for sites near a city or ZIP code.
鈥 Search all sites for a ""target bird,"" and find the nearest location.
鈥 Get driving directions and find nearby amenities.
鈥 Access an online bird guide for quick reference.
鈥 Tag your favorite or visited sites and share with your friends.
鈥 Track, import, and export birds you've found at sites.
鈥 Share custom sighting maps with your friends.

Download our app, grab your binoculars and car keys, and go!","[""Lifestyle"",""Travel""]",Lifestyle,4+,41338880,4,28/06/2017,1.2.1,9.99,"Aves Amigos, LLC",4,19,app store,12
com.unicornapps.Black,Black - Live Wallpapers,"Limited Time Offer : From $2.99 to Just $1.99
iPhone 7, iPhone X & iPhone XS Live Wallpapers. 

Now with the highly unique ability to generate your own live wallpaper! 
Also included: Product RED,Jet Black,Black,Rose Gold,Gold,Silver,Jet White and the white droplet variations, iPhone 8, iPhone X & iPhone XS Live Wallpapers.

These fully animated iPhone 7 & iPhone X, XS wallpapers are truly, stunning. Deep colors make your lock screen come to life. Incredible live wallpapers inspired by incredible devices. 

Note: Live Wallpapers only work on devices that support 3D Touch, as of now the only devices that support 3D Touch are the following: 
iPhone XS Max 
iPhone XS 
iPhone X 
iPhone 8 Plus
iPhone 8 
iPhone 7 Plus 
iPhone 7
iPhone 6s Plus
iPhone 6s



If your device does not support 3D Touch you will be able to view the wallpapers and they will be animated, however you will not be able set them as live wallpapers on the lock screen.

To activate the live wallpapers make sure you're not using 'low power mode' and use more pressure on the lock screen to activate the animation. 

All wallpapers are created and owned by Unicorn Apps. By downloading you agree to the terms of use. Read: 
www.unicornapps.com/black-iphone-7-live-wallpapers-terms-of-use/


Deluxe is an entire new collection that stands as a separate section of the app where we bring beautiful new, exclusive content created for you with each major release and will be also adding content that is separate from iPhone releases. Deluxe is sold as an separate in-app subscription purchase however the core of the app which is iPhone wallpapers will always be included in the app for free, forever! Deluxe allows us to bring more wallpapers to you even if you decide to never unlock it, however if you choose to do so you will support the app and get a large highly premium collection of live wallpapers that you can not get anywhere else. 

Payment will be charged to iTunes Account at confirmation of purchase. Account will be charged for renewal within 24-hours prior to the end of the current period, with the price of the subscription package. The subscription auto-renews unless it is turned off at least 24h prior to the end of the current subscription. Subscriptions may be managed from your Account Settings and auto renewal can also be turned off by going to your iTunes account settings after purchase at anytime. If available any unused portion of a free trial will be forfeited upon purchase of a subscription. 

Terms Of Use: https://www.unicornapps.com/black-iphone-live-wallpapers-terms-privacy/
Privacy Policy: https://www.unicornapps.com/black-live-wallpapers-privacy-policy/


漏  Unicorn Apps 2018 
support@unicornapps.com","[""Lifestyle""]",Lifestyle,4+,176473088,4,17/09/2016,1.5,0.99,Ronan Stark,4.5,1059,app store,23
com.unicornapps.BlackLite,Black Lite - Live Wallpapers,"Exclusive iPhone 7 Live Wallpapers 
#Top 5 Wallpapers Apps#

These fully animated iPhone wallpapers are truly stunning. Deep colors make your lock screen come to life. Incredible live wallpapers inspired by an incredible device.


Note: Live Wallpapers only work on devices that support 3D Touch, as of now the only devices that support 3D Touch are the following:
iPhone X 
iPhone 8 Plus  
iPhone 8 
iPhone 7
iPhone 7 Plus 
iPhone 6s
iPhone 6s Plus
If your device does not support 3D Touch you will be able to view the wallopers and they will be animated, though you will not be able set them as live wallpapers, only stills

To activate the live wallpapers make sure you're not using 'low power mode' and use more pressure on the lock screen to activate the animation. 

Upcoming:
More wallpapers will be added and the quality of the wallpapers will be increased as soon as the next few releases. 

support@unicornapps.com","[""Lifestyle""]",Lifestyle,4+,90126336,4,28/09/2016,1.2.8,0,Ronan Stark,4.5,3083,app store,28
com.msqc.block,BLOCK Magazine by MSQC,"BLOCK magazine is truly a one-of-a-kind resource for quilters. Each issue is filled with beautiful color photos, inspiring stories, and ten gorgeous quilt patterns, with absolutely no ads. Ever since we released our first issue back in 2014, we鈥檝e constantly been improving to bring you even more of what you love. Thank you for all your kind letters and emails telling us how BLOCK has inspired you to make new and amazing quilts. We think you鈥檙e incredible! You inspire us to make BLOCK even better.

Get ready for a brand new digital experience with this BLOCK Magazine app! We had such a positive response to our Quilting Tutorials app that we knew we had to bring BLOCK to your screen next. That led us to create this BLOCK mobile app, just for you! Thank you for being a part of this mobile adventure with us. We will take it one step at a time together!

鈥 Jenny


http://www.missouriquiltco.com","[""Lifestyle"",""Reference""]",Lifestyle,4+,44549120,4,03/11/2015,1.2.2,0,Missouri Star Quilt Company,5,435,app store,22
com.mobile.bnperks,BN PERKS鈩,"Power up local savings and live Concierge service at your fingertips! Enrolled members can use this app to access their exclusive membership benefits quickly and conveniently. It鈥檚 like having a Personal Mobile Concierge庐 on your android.

Members will enjoy savings, discounts, and rebates on products and services they use every day along with the security of their exclusive Identity Theft Restoration Rescue庐 program. And with nearly 300,000 participants from coast to coast, you鈥檒l save like never before. Membership benefits include substantial savings at local and national chain restaurants, local and national retail businesses, on gas and groceries, on movie tickets and entertainment, travel reservations services, health and beauty services, home and garden purchases, and so much more. And your personal live Concierge is just a tap away ready to provide the personal assistance you need and deserve!    

Just tap, show, and save all over town!

Features:
Nearly 300,000 discount participants
Identity Theft Restoration Rescue庐 program
GPS location search to navigate deals nearby or wherever you travel
No coupons 鈥 just tap, show, and save
eGift Cards are sent immediately to your android for instant redemption
Dining Dough program saves up to 87% on dining certificates accepted at face value
My Savings tallies the amount you鈥檝e saved
Complete full service travel with discounts and rebates
Concierge services provided by live representatives

Questions, comments, and suggestions? Send us a message at info@keeslerultimate.org or call us at 1.800.428.6686.

Download the free app, enter your username and password which can be obtained from our full website, and save all over town, and all over the country!",,LIFESTYLE,4+,14680064,7,01/09/2016,2.21,0,Mansa Infotech,1,0,google store,9
co.bond.Bond,Bond 鈥 Handwritten Notes,"In an age of texting and email, the written word is appreciated more than ever. Bond helps you to be more thoughtful with technology that streamlines the art of correspondence to save you time.

鈥 Choose from over 15 handwriting styles for flawless penmanship every time.
鈥 Select stationery to fit the occasion鈥攚e鈥檒l even put the stamp on for you.
鈥 Schedule the date to be delivered or have your note sent ASAP.
鈥 We鈥檒l remind you of all the important occasions in your life to send a note.
鈥 Bond syncs with your address book鈥攋ust type in the recipient鈥檚 name!

---

鈥淚 don鈥檛 have a lot of time, but I like the idea of being able to use personalized stationery in my own hand, using my own words, all done remotely for me.鈥 鈥 Jason Hirschhorn, Founder of Redef

---

Download our app today and send your first note free!","[""Lifestyle""]",Lifestyle,12+,90978304,4,06/10/2016,1.11,0,Bond,4.5,290,app store,24
com.hp.mgi.hugoboss,BOSS Classic Smartwatch,"Designed for BOSS Classic Smartwatch. This app enables your watch to deliver the smart features that keep your digital essentials subtly on hand and in style. Stay connected your way 鈥 with prioritized visual and vibration notifications for calls, texts, events, social media, and more.

鈥 Select which apps you want to receive notifications from on your smart watch, and select the vibration intensity.

鈥 Set your daily step goals and track your progress by day, week, or month.

鈥 Choose which calendars you want synced to your smart watch and enable or disable calendar reminders.

鈥 Manage and prioritize contacts, so you always know when, and which of your favorite people are getting in touch with you.

鈥 Schedule times to not receive notifications on your smart watch with the Silence Watch feature.

鈥 Select up to five different time-zone locations to show on display on your watch screen.

鈥 Choose between a 12hr or 24hr time format to display on your watch screen.

鈥 Smart features and app, Engineered by HP - reimagining the brands you love with the smarts you need.","[""Lifestyle"",""Productivity""]",Lifestyle,4+,63087616,4,05/10/2016,2.5,0,HP Inc.,4.5,7,app store,23
